P0108	Manifold Absolute Pressure/Barometric Pressure High Input
P0109	Manifold Absolute Pressure/Barometric Pressure Intermittent
P0110	Intake Air Temperature Sensor Circuit
P0111	Intake Air Temperature Sensor Circuit Range/Performance
P0112	Intake Air Temperature Sensor Circuit Low Input
P0113	Intake Air Temperature Sensor Circuit High Input
P0114	Intake Air Temperature Sensor Circuit Intermittent
P0115	Engine Coolant Temperature Circuit
P0116	Engine Coolant Temperature Circuit Range/Performance
P0117	Engine Coolant Temperature Circuit Low Input
P0118	Engine Coolant Temperature Circuit High Input
P0119	Engine Coolant Temperature Circuit Intermittent
P0120	Throttle/Pedal Position Sensor A Circuit
P0121	Throttle/Pedal Position Sensor A Circuit Range/Performance
P0122	Throttle/Pedal Position Sensor A Circuit Low Input
P0123	Throttle/Pedal Position Sensor A Circuit High Input
P0124	Throttle/Pedal Position Sensor A Circuit Intermittent
P0125	Insufficient Coolant Temperature for Closed Loop Fuel Control
P0126	Insufficient Coolant Temperature for Stable Operation
P0128	Coolant Thermostat Below Regulating Temperature
P0130	O2 Sensor Circuit (Bank 1 Sensor 1)
P0131	O2 Sensor Circuit Low Voltage (Bank 1 Sensor 1)
P0132	O2 Sensor Circuit High Voltage (Bank 1 Sensor 1)
P0133	O2 Sensor Circuit Slow Response (Bank 1 Sensor 1)
P0134	O2 Sensor Circuit No Activity Detected (Bank 1 Sensor 1)
P0135	O2 Sensor Heater Circuit (Bank 1 Sensor 1)
P0136	O2 Sensor Circuit (Bank 1 Sensor 2)
P0137	O2 Sensor Circuit Low Voltage (Bank 1 Sensor 2)
P0138	O2 Sensor Circuit High Voltage (Bank 1 Sensor 2)
P0139	O2 Sensor Circuit Slow Response (Bank 1 Sensor 2)
P0140	O2 Sensor Circuit No Activity Detected (Bank 1 Sensor 2)
P0141	O2 Sensor Heater Circuit (Bank 1 Sensor 2)
P0142	O2 Sensor Circuit (Bank 1 Sensor 3)
P0143	O2 Sensor Circuit Low Voltage (Bank 1 Sensor 3)
P0144	O2 Sensor Circuit High Voltage (Bank 1 Sensor 3)
P0145	O2 Sensor Circuit Slow Response (Bank 1 Sensor 3)
P0146	O2 Sensor Circuit No Activity Detected (Bank 1 Sensor 3)
P0147	O2 Sensor Heater Circuit (Bank 1 Sensor 3)
P0150	O2 Sensor Circuit (Bank 2 Sensor 1)
P0151	O2 Sensor Circuit Low Voltage (Bank 2 Sensor 1)
P0152	O2 Sensor Circuit High Voltage (Bank 2 Sensor 1)
P0153	O2 Sensor Circuit Slow Response (Bank 2 Sensor 1)
P0154	O2 Sensor Circuit No Activity Detected (Bank 2 Sensor 1)
P0155	O2 Sensor Heater Circuit (Bank 2 Sensor 1)
P0156	O2 Sensor Circuit (Bank 2 Sensor 2)
P0157	O2 Sensor Circuit Low Voltage (Bank 2 Sensor 2)
P0158	O2 Sensor Circuit High Voltage (Bank 2 Sensor 2)
P0159	O2 Sensor Circuit Slow Response (Bank 2 Sensor 2)
P0160	O2 Sensor Circuit No Activity Detected (Bank 2 Sensor 2)
P0161	O2 Sensor Heater Circuit (Bank 2 Sensor 2)
P0162	O2 Sensor Circuit (Bank 2 Sensor 3)
P0163	O2 Sensor Circuit Low Voltage (Bank 2 Sensor 3)
P0164	O2 Sensor Circuit High Voltage (Bank 2 Sensor 3)
P0165	O2 Sensor Circuit Slow Response (Bank 2 Sensor 3)
P0166	O2 Sensor Circuit No Activity Detected (Bank 2 Sensor 3)
P0167	O2 Sensor Heater Circuit (Bank 2 Sensor 3)
P0170	Fuel Trim Malfunction (Bank 1)
P0171	System Too Lean (Bank 1)
P0172	System Too Rich (Bank 1)
P0173	Fuel Trim Malfunction (Bank 2)
P0174	System Too Lean (Bank 2)
P0175	System Too Rich (Bank 2)
P0180	Fuel Temperature Sensor A Circuit
P0181	Fuel Temperature Sensor A Circuit Range/Performance
P0182	Fuel Temperature Sensor A Circuit Low Input
P0183	Fuel Temperature Sensor A Circuit High Input
P0190	Fuel Rail Pressure Sensor Circuit
P0191	Fuel Rail Pressure Sensor Circuit Range/Performance
P0192	Fuel Rail Pressure Sensor Circuit Low Input
P0193	Fuel Rail Pressure Sensor Circuit High Input
P0194	Fuel Rail Pressure Sensor Circuit Intermittent
P0201	Injector Circuit/Open - Cylinder 1
P0202	Injector Circuit/Open - Cylinder 2
P0203	Injector Circuit/Open - Cylinder 3
P0204	Injector Circuit/Open - Cylinder 4
P0205	Injector Circuit/Open - Cylinder 5
P0206	Injector Circuit/Open - Cylinder 6
P0207	Injector Circuit/Open - Cylinder 7
P0208	Injector Circuit/Open - Cylinder 8
P0209	Injector Circuit/Open - Cylinder 9
P0210	Injector Circuit/Open - Cylinder 10
P0211	Injector Circuit/Open - Cylinder 11
P0212	Injector Circuit/Open - Cylinder 12
P0217	Engine Over Temperature Condition
P0219	Engine Overspeed Condition
P0220	Throttle/Pedal Position Sensor B Circuit
P0221	Throttle/Pedal Position Sensor B Circuit Range/Performance
P0222	Throttle/Pedal Position Sensor B Circuit Low Input
P0223	Throttle/Pedal Position Sensor B Circuit High Input
P0230	Fuel Pump Primary Circuit
P0231	Fuel Pump Secondary Circuit Low
P0232	Fuel Pump Secondary Circuit High
P0234	Turbocharger/Supercharger Overboost Condition
P0261	Cylinder 1 Injector Circuit Low
P0262	Cylinder 1 Injector Circuit High
P0263	Cylinder 1 Contribution/Balance
P0264	Cylinder 2 Injector Circuit Low
P0265	Cylinder 2 Injector Circuit High
P0266	Cylinder 2 Contribution/Balance
P0267	Cylinder 3 Injector Circuit Low
P0268	Cylinder 3 Injector Circuit High
P0269	Cylinder 3 Contribution/Balance
P0270	Cylinder 4 Injector Circuit Low
P0271	Cylinder 4 Injector Circuit High
P0272	Cylinder 4 Contribution/Balance
P0273	Cylinder 5 Injector Circuit Low
P0274	Cylinder 5 Injector Circuit High
P0275	Cylinder 5 Contribution/Balance
P0276	Cylinder 6 Injector Circuit Low
P0277	Cylinder 6 Injector Circuit High
P0278	Cylinder 6 Contribution/Balance
P0279	Cylinder 7 Injector Circuit Low
P0280	Cylinder 7 Injector Circuit High
P0281	Cylinder 7 Contribution/Balance
P0282	Cylinder 8 Injector Circuit Low
P0283	Cylinder 8 Injector Circuit High
P0284	Cylinder 8 Contribution/Balance
P0285	Cylinder 9 Injector Circuit Low
P0286	Cylinder 9 Injector Circuit High
P0287	Cylinder 9 Contribution/Balance
P0288	Cylinder 10 Injector Circuit Low
P0289	Cylinder 10 Injector Circuit High
P0290	Cylinder 10 Contribution/Balance
P0291	Cylinder 11 Injector Circuit Low
P0292	Cylinder 11 Injector Circuit High
P0293	Cylinder 11 Contribution/Balance
P0294	Cylinder 12 Injector Circuit Low
P0295	Cylinder 12 Injector Circuit High
P0296	Cylinder 12 Contribution/Balance
P0299	Turbocharger/Supercharger Underboost Condition
P0300	Random/Multiple Cylinder Misfire Detected
P0301	Cylinder 1 Misfire Detected
P0302	Cylinder 2 Misfire Detected
P0303	Cylinder 3 Misfire Detected
P0304	Cylinder 4 Misfire Detected
P0305	Cylinder 5 Misfire Detected
P0306	Cylinder 6 Misfire Detected
P0307	Cylinder 7 Misfire Detected
P0308	Cylinder 8 Misfire Detected
P0309	Cylinder 9 Misfire Detected
P0310	Cylinder 10 Misfire Detected
P0311	Cylinder 11 Misfire Detected
P0312	Cylinder 12 Misfire Detected
P0313	Misfire Detected with Low Fuel
P0314	Single Cylinder Misfire (Cylinder not Specified)
P0315	Crankshaft Position System Variation Not Learned
P0320	Ignition/Distributor Engine Speed Input Circuit
P0321	Ignition/Distributor Engine Speed Input Range/Performance
P0322	Ignition/Distributor Engine Speed Input No Signal
P0323	Ignition/Distributor Engine Speed Input Intermittent
P0325	Knock Sensor 1 Circuit (Bank 1)
P0326	Knock Sensor 1 Circuit Range/Performance (Bank 1)
P0327	Knock Sensor 1 Circuit Low Input (Bank 1)
P0328	Knock Sensor 1 Circuit High Input (Bank 1)
P0329	Knock Sensor 1 Circuit Intermittent (Bank 1)
P0330	Knock Sensor 2 Circuit (Bank 2)
P0331	Knock Sensor 2 Circuit Range/Performance (Bank 2)
P0332	Knock Sensor 2 Circuit Low Input (Bank 2)
P0333	Knock Sensor 2 Circuit High Input (Bank 2)
P0334	Knock Sensor 2 Circuit Intermittent (Bank 2)
P0335	Crankshaft Position Sensor A Circuit
P0336	Crankshaft Position Sensor A Circuit Range/Performance
P0337	Crankshaft Position Sensor A Circuit Low Input
P0338	Crankshaft Position Sensor A Circuit High Input
P0339	Crankshaft Position Sensor A Circuit Intermittent
P0340	Camshaft Position Sensor A (Bank 1) Circuit
P0341	Camshaft Position Sensor A (Bank 1) Circuit Range/Performance
P0342	Camshaft Position Sensor A (Bank 1) Circuit Low Input
P0343	Camshaft Position Sensor A (Bank 1) Circuit High Input
P0344	Camshaft Position Sensor A (Bank 1) Circuit Intermittent
P0345	Camshaft Position Sensor A (Bank 2) Circuit
P0346	Camshaft Position Sensor A (Bank 2) Circuit Range/Performance
P0347	Camshaft Position Sensor A (Bank 2) Circuit Low Input
P0348	Camshaft Position Sensor A (Bank 2) Circuit High Input
P0349	Camshaft Position Sensor A (Bank 2) Circuit Intermittent
P0350	Ignition Coil Primary/Secondary Circuit
P0351	Ignition Coil A Primary/Secondary Circuit
P0352	Ignition Coil B Primary/Secondary Circuit
P0353	Ignition Coil C Primary/Secondary Circuit
P0354	Ignition Coil D Primary/Secondary Circuit
P0355	Ignition Coil E Primary/Secondary Circuit
P0356	Ignition Coil F Primary/Secondary Circuit
P0357	Ignition Coil G Primary/Secondary Circuit
P0358	Ignition Coil H Primary/Secondary Circuit
P0359	Ignition Coil I Primary/Secondary Circuit
P0360	Ignition Coil J Primary/Secondary Circuit
P0361	Ignition Coil K Primary/Secondary Circuit
P0362	Ignition Coil L Primary/Secondary Circuit
P0365	Camshaft Position Sensor B (Bank 1) Circuit
P0366	Camshaft Position Sensor B (Bank 1) Circuit Range/Performance
P0367	Camshaft Position Sensor B (Bank 1) Circuit Low Input
P0368	Camshaft Position Sensor B (Bank 1) Circuit High Input
P0369	Camshaft Position Sensor B (Bank 1) Circuit Intermittent
P0390	Camshaft Position Sensor B (Bank 2) Circuit
P0391	Camshaft Position Sensor B (Bank 2) Circuit Range/Performance
P0392	Camshaft Position Sensor B (Bank 2) Circuit Low Input
P0393	Camshaft Position Sensor B (Bank 2) Circuit High Input
P0394	Camshaft Position Sensor B (Bank 2) Circuit Intermittent
P0400	Exhaust Gas Recirculation Flow
P0401	Exhaust Gas Recirculation Flow Insufficient Detected
P0402	Exhaust Gas Recirculation Flow Excessive Detected
P0403	Exhaust Gas Recirculation Circuit
P0404	Exhaust Gas Recirculation Circuit Range/Performance
P0405	Exhaust Gas Recirculation Sensor A Circuit Low
P0406	Exhaust Gas Recirculation Sensor A Circuit High
P0407	Exhaust Gas Recirculation Sensor B Circuit Low
P0408	Exhaust Gas Recirculation Sensor B Circuit High
P0410	Secondary Air Injection System
P0411	Secondary Air Injection System Incorrect Flow Detected
P0412	Secondary Air Injection System Switching Valve A Circuit
P0413	Secondary Air Injection System Switching Valve A Circuit Open
P0414	Secondary Air Injection System Switching Valve A Circuit Shorted
P0420	Catalyst System Efficiency Below Threshold (Bank 1)
P0421	Warm Up Catalyst Efficiency Below Threshold (Bank 1)
P0422	Main Catalyst Efficiency Below Threshold (Bank 1)
P0423	Heated Catalyst Efficiency Below Threshold (Bank 1)
P0424	Heated Catalyst Temperature Below Threshold (Bank 1)
P0430	Catalyst System Efficiency Below Threshold (Bank 2)
P0431	Warm Up Catalyst Efficiency Below Threshold (Bank 2)
P0432	Main Catalyst Efficiency Below Threshold (Bank 2)
P0433	Heated Catalyst Efficiency Below Threshold (Bank 2)
P0434	Heated Catalyst Temperature Below Threshold (Bank 2)
P0440	Evaporative Emission System
P0441	Evaporative Emission System Incorrect Purge Flow
P0442	Evaporative Emission System Leak Detected (Small Leak)
P0443	Evaporative Emission System Purge Control Valve Circuit
P0444	Evaporative Emission System Purge Control Valve Circuit Open
P0445	Evaporative Emission System Purge Control Valve Circuit Shorted
P0446	Evaporative Emission System Vent Control Circuit
P0447	Evaporative Emission System Vent Control Circuit Open
P0448	Evaporative Emission System Vent Control Circuit Shorted
P0449	Evaporative Emission System Vent Valve/Solenoid Circuit
P0450	Evaporative Emission System Pressure Sensor
P0451	Evaporative Emission System Pressure Sensor Range/Performance
P0452	Evaporative Emission System Pressure Sensor Low Input
P0453	Evaporative Emission System Pressure Sensor High Input
P0454	Evaporative Emission System Pressure Sensor Intermittent
P0455	Evaporative Emission System Leak Detected (Gross Leak)
P0456	Evaporative Emission System Leak Detected (Very Small Leak)
P0457	Evaporative Emission System Leak Detected (Fuel Cap Loose/Off)
P0458	Evaporative Emission System Purge Control Valve Circuit Low
P0459	Evaporative Emission System Purge Control Valve Circuit High
P0460	Fuel Level Sensor Circuit
P0461	Fuel Level Sensor Circuit Range/Performance
P0462	Fuel Level Sensor Circuit Low Input
P0463	Fuel Level Sensor Circuit High Input
P0480	Fan 1 Control Circuit
P0481	Fan 2 Control Circuit
P0500	Vehicle Speed Sensor A
P0501	Vehicle Speed Sensor A Range/Performance
P0502	Vehicle Speed Sensor A Circuit Low Input
P0503	Vehicle Speed Sensor A Intermittent/Erratic/High
P0505	Idle Air Control System
P0506	Idle Air Control System RPM Lower Than Expected
P0507	Idle Air Control System RPM Higher Than Expected
P0510	Closed Throttle Position Switch
P0520	Engine Oil Pressure Sensor/Switch Circuit
P0521	Engine Oil Pressure Sensor/Switch Range/Performance
P0522	Engine Oil Pressure Sensor/Switch Low Voltage
P0523	Engine Oil Pressure Sensor/Switch High Voltage
P0530	A/C Refrigerant Pressure Sensor A Circuit
P0532	A/C Refrigerant Pressure Sensor A Circuit Low
P0533	A/C Refrigerant Pressure Sensor A Circuit High
P0560	System Voltage
P0561	System Voltage Unstable
P0562	System Voltage Low
P0563	System Voltage High
P0571	Brake Switch A Circuit
P0600	Serial Communication Link
P0601	Internal Control Module Memory Check Sum Error
P0602	Control Module Programming Error
P0603	Internal Control Module Keep Alive Memory Error
P0604	Internal Control Module Random Access Memory Error
P0605	Internal Control Module Read Only Memory Error
P0606	ECM/PCM Processor Fault
P0607	Control Module Performance
P0620	Generator Control Circuit
P0625	Generator Field/F Terminal Circuit Low
P0626	Generator Field/F Terminal Circuit High
P0630	VIN Not Programmed or Incompatible - ECM/PCM
P0645	A/C Clutch Relay Control Circuit
P0650	Malfunction Indicator Lamp Control Circuit
P0685	ECM/PCM Power Relay Control Circuit /Open
P0700	Transmission Control System (MIL Request)
P0701	Transmission Control System Range/Performance
P0702	Transmission Control System Electrical
P0703	Torque Converter/Brake Switch B Circuit
P0705	Transmission Range Sensor Circuit (PRNDL Input)
P0706	Transmission Range Sensor Circuit Range/Performance
P0707	Transmission Range Sensor Circuit Low Input
P0708	Transmission Range Sensor Circuit High Input
P0710	Transmission Fluid Temperature Sensor A Circuit
P0711	Transmission Fluid Temperature Sensor A Circuit Range/Performance
P0712	Transmission Fluid Temperature Sensor A Circuit Low Input
P0713	Transmission Fluid Temperature Sensor A Circuit High Input
P0714	Transmission Fluid Temperature Sensor A Circuit Intermittent
P0715	Input/Turbine Speed Sensor A Circuit
P0716	Input/Turbine Speed Sensor A Circuit Range/Performance
P0717	Input/Turbine Speed Sensor A Circuit Low Input
P0718	Input/Turbine Speed Sensor A Circuit High Input
P0719	Input/Turbine Speed Sensor A Circuit Intermittent
P0720	Output Speed Sensor Circuit
P0721	Output Speed Sensor Circuit Range/Performance
P0722	Output Speed Sensor Circuit Low Input
P0723	Output Speed Sensor Circuit High Input
P0724	Output Speed Sensor Circuit Intermittent
P0725	Engine Speed Input Circuit Circuit
P0726	Engine Speed Input Circuit Circuit Range/Performance
P0727	Engine Speed Input Circuit Circuit Low Input
P0728	Engine Speed Input Circuit Circuit High Input
P0729	Engine Speed Input Circuit Circuit Intermittent
P0730	Incorrect Gear Ratio
P0731	Gear 1 Incorrect Ratio
P0732	Gear 2 Incorrect Ratio
P0733	Gear 3 Incorrect Ratio
P0734	Gear 4 Incorrect Ratio
P0735	Gear 5 Incorrect Ratio
P0736	Reverse Incorrect Ratio
P0740	Torque Converter Clutch Circuit
P0741	Torque Converter Clutch Circuit Performance/Stuck Off
P0742	Torque Converter Clutch Circuit Stuck On
P0743	Torque Converter Clutch Circuit Electrical
P0744	Torque Converter Clutch Circuit Intermittent
P0745	Pressure Control Solenoid A
P0746	Pressure Control Solenoid A Performance or Stuck Off
P0747	Pressure Control Solenoid A Stuck On
P0748	Pressure Control Solenoid A Electrical
P0749	Pressure Control Solenoid A Intermittent
P0750	Shift Solenoid A
P0751	Shift Solenoid A Performance or Stuck Off
P0752	Shift Solenoid A Stuck On
P0753	Shift Solenoid A Electrical
P0754	Shift Solenoid A Intermittent
P0755	Shift Solenoid B
P0756	Shift Solenoid B Performance or Stuck Off
P0757	Shift Solenoid B Stuck On
P0758	Shift Solenoid B Electrical
P0759	Shift Solenoid B Intermittent
P0760	Shift Solenoid C
P0761	Shift Solenoid C Performance or Stuck Off
P0762	Shift Solenoid C Stuck On
P0763	Shift Solenoid C Electrical
P0764	Shift Solenoid C Intermittent
P0765	Shift Solenoid D
P0766	Shift Solenoid D Performance or Stuck Off
P0767	Shift Solenoid D Stuck On
P0768	Shift Solenoid D Electrical
P0769	Shift Solenoid D Intermittent
P0770	Shift Solenoid E
P0771	Shift Solenoid E Performance or Stuck Off
P0772	Shift Solenoid E Stuck On
P0773	Shift Solenoid E Electrical
P0774	Shift Solenoid E Intermittent
P0780	Shift Malfunction
P0781	1-2 Shift Malfunction
P0782	2-3 Shift Malfunction
P0783	3-4 Shift Malfunction
P0784	4-5 Shift Malfunction
P2000	NOx Trap Efficiency Below Threshold (Bank 1)
P2002	Diesel Particulate Filter Efficiency Below Threshold (Bank 1)
P2004	Intake Manifold Runner Control Stuck Open (Bank 1)
P2006	Intake Manifold Runner Control Stuck Closed (Bank 1)
P2015	Intake Manifold Runner Position Sensor Circuit Range/Performance (Bank 1)
P2096	Post Catalyst Fuel Trim System Too Lean (Bank 1)
P2097	Post Catalyst Fuel Trim System Too Rich (Bank 1)
P2101	Throttle Actuator A Control Motor Circuit Range/Performance
P2119	Throttle Actuator A Control Throttle Body Range/Performance
P2122	Throttle/Pedal Position Sensor D Circuit Low Input
P2123	Throttle/Pedal Position Sensor D Circuit High Input
P2127	Throttle/Pedal Position Sensor E Circuit Low Input
P2128	Throttle/Pedal Position Sensor E Circuit High Input
P2135	Throttle/Pedal Position Sensor A/B Voltage Correlation
P2138	Throttle/Pedal Position Sensor D/E Voltage Correlation
P2187	System Too Lean at Idle (Bank 1)
P2188	System Too Rich at Idle (Bank 1)
P2195	O2 Sensor Signal Stuck Lean (Bank 1 Sensor 1)
P2196	O2 Sensor Signal Stuck Rich (Bank 1 Sensor 1)
P2270	O2 Sensor Signal Stuck Lean (Bank 1 Sensor 2)
P2271	O2 Sensor Signal Stuck Rich (Bank 1 Sensor 2)
P2279	Intake Air System Leak
P2413	Exhaust Gas Recirculation System Performance
P2463	Diesel Particulate Filter Restriction - Soot Accumulation
U0001	High Speed CAN Communication Bus
U0002	High Speed CAN Communication Bus Performance
U0003	High Speed CAN Communication Bus (+) Open
U0004	High Speed CAN Communication Bus (+) Low
U0005	High Speed CAN Communication Bus (+) High
U0010	Medium Speed CAN Communication Bus
U0073	Control Module Communication Bus A Off
U0074	Control Module Communication Bus B Off
U0100	Lost Communication With ECM/PCM A
U0101	Lost Communication With Transmission Control Module
U0102	Lost Communication With Transfer Case Control Module
U0103	Lost Communication With Gear Shift Module
U0104	Lost Communication With Cruise Control Module
U0105	Lost Communication With Fuel Injector Control Module
U0106	Lost Communication With Glow Plug Control Module
U0107	Lost Communication With Throttle Actuator Control Module
U0109	Lost Communication With Fuel Pump Control Module
U0110	Lost Communication With Drive Motor Control Module
U0111	Lost Communication With Battery Energy Control Module A
U0121	Lost Communication With Anti-Lock Brake System Control Module
U0122	Lost Communication With Vehicle Dynamics Control Module
U0123	Lost Communication With Yaw Rate Sensor Module
U0124	Lost Communication With Lateral Acceleration Sensor Module
U0126	Lost Communication With Steering Angle Sensor Module
U0128	Lost Communication With Park Brake Control Module
U0129	Lost Communication With Brake System Control Module
U0131	Lost Communication With Power Steering Control Module
U0140	Lost Communication With Body Control Module
U0151	Lost Communication With Restraints Control Module
U0155	Lost Communication With Instrument Panel Cluster Control Module
U0164	Lost Communication With HVAC Control Module
U0167	Lost Communication With Vehicle Immobilizer Control Module
U0184	Lost Communication With Radio
U0199	Lost Communication With Door Control Module A
U0208	Lost Communication With Seat Control Module A
U0212	Lost Communication With Steering Column Control Module
U0214	Lost Communication With Occupant Classification System Module
U0300	Internal Control Module Software Incompatibility
U0301	Software Incompatibility with ECM/PCM
U0302	Software Incompatibility with Transmission Control Module
U0401	Invalid Data Received From ECM/PCM A
U0402	Invalid Data Received From Transmission Control Module
U0415	Invalid Data Received From Anti-Lock Brake System Control Module
U0416	Invalid Data Received From Vehicle Dynamics Control Module
U0422	Invalid Data Received From Body Control Module
U0447	Invalid Data Received From Gateway A
